Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1671519849817, 189647, 148, 579, 375
1671519849830, 189660, 144, 552, 361
1671519849843, 189673, 190, 524, 329
1671519849856, 189686, 208, 492, 300
1671519849869, 189699, 227, 434, 248
1671519849882, 189712, 186, 315, 148
1671519849895, 189725, 152, 259, 56
1671519849908, 189738, 74, 245, -31
1671519849921, 189751, -1, 272, -100
1671519849934, 189764, -112, 272, -281
1671519849947, 189777, -133, 277, -388
1671519849961, 189790, -75, 328, -323
1671519849974, 189803, 0, 282, -87
1671519849986, 189816, 180, 209, 415
1671519850000, 189829, 167, -68, 290
1671519850012, 189842, 121, -301, 163
1671519850026, 189855, 151, -402, 162
1671519850039, 189868, 184, -406, 460
1671519850052, 189881, 139, -297, 962
1671519850065, 189894, -224, -155, 1794
1671519850078, 189907, -374, -99, 1682
1671519850091, 189920, -375, 123, 1571
1671519850104, 189933, -301, 218, 1374
1671519850117, 189946, -421, -33, 1450
1671519850130, 189959, -469, -268, 1775
1671519850143, 189972, -453, -479, 2088
1671519850156, 189985, -497, -751, 2080
1671519850169, 189998, -567, -854, 2082
1671519850182, 190011, -578, -836, 1911
1671519850195, 190024, -645, -729, 2003
1671519850208, 190037, -482, -385, 2477
1671519850221, 190050, -527, -360, 2367
1671519850234, 190063, -455, -464, 1562
1671519850247, 190076, -497, -459, 1154
1671519850260, 190089, -456, -405, 976
1671519850273, 190102, -390, -318, 875
1671519850286, 190115, -385, -274, 889
1671519850299, 190128, -360, -211, 932
1671519850312, 190141, -339, -253, 997
1671519850325, 190154, -367, -346, 1145
1671519850338, 190167, -383, -432, 1336
1671519850351, 190180, -404, -509, 1370
1671519850364, 190193, -393, -463, 1493
1671519850376, 190206, -363, -391, 1593
1671519850389, 190219, -391, -303, 1743
1671519850402, 190232, -386, -203, 1826
1671519850415, 190245, -353, -133, 1797
1671519850428, 190258, -329, -137, 1689
1671519850441, 190271, -282, -148, 1536
1671519850454, 190284, -206, -81, 1451
1671519850467, 190297, -135, 17, 1463
1671519850480, 190310, -96, 52, 1512
1671519850493, 190323, -74, 58, 1391
1671519850506, 190336, -113, 75, 1235
1671519850519, 190349, -121, 65, 1063
1671519850532, 190362, -114, 19, 861
1671519850545, 190375, -108, 15, 663
1671519850558, 190388, -58, 16, 512
1671519850571, 190401, -29, -10, 384
1671519850583, 190414, -2, 62, 359
1671519850596, 190427, 3, 125, 278
1671519850610, 190440, -10, 199, 282
1671519850623, 190453, -23, 226, 260
1671519850636, 190466, 36, 296, 228
1671519850649, 190479, 92, 349, 170
1671519850662, 190492, 145, 356, 96
1671519850675, 190505, 148, 347, 71
1671519850688, 190518, 157, 366, 114
1671519850701, 190531, 176, 413, 215
1671519850714, 190544, 243, 499, 378
1671519850727, 190557, 291, 552, 507
1671519850740, 190570, 301, 519, 509
1671519850753, 190583, 312, 463, 526
1671519850766, 190596, 359, 443, 535
1671519850779, 190609, 350, 468, 598
