Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1671519912345, 252177, 321, 577, 824
1671519912357, 252190, 382, 619, 814
1671519912370, 252203, 339, 603, 887
1671519912383, 252216, 397, 669, 859
1671519912396, 252229, 439, 705, 790
1671519912409, 252242, 412, 645, 813
1671519912422, 252255, 433, 618, 738
1671519912435, 252268, 402, 571, 773
1671519912449, 252281, 396, 556, 765
1671519912461, 252294, 403, 577, 756
1671519912474, 252307, 419, 612, 731
1671519912487, 252320, 447, 645, 673
1671519912500, 252333, 453, 645, 647
1671519912513, 252346, 449, 627, 660
1671519912526, 252359, 483, 638, 656
1671519912539, 252372, 537, 618, 625
1671519912552, 252385, 571, 603, 653
1671519912565, 252398, 588, 590, 684
1671519912578, 252411, 726, 681, 572
1671519912591, 252424, 693, 653, 603
1671519912604, 252437, 712, 648, 524
1671519912617, 252450, 694, 621, 512
1671519912630, 252463, 679, 535, 536
1671519912643, 252476, 681, 443, 579
1671519912656, 252489, 660, 407, 588
1671519912669, 252502, 647, 415, 509
1671519912682, 252515, 631, 515, 411
1671519912695, 252528, 580, 576, 299
1671519912708, 252541, 538, 611, 322
1671519912721, 252554, 529, 549, 465
1671519912734, 252567, 520, 497, 605
1671519912747, 252580, 531, 373, 556
1671519912760, 252593, 403, 210, 513
1671519912773, 252606, 364, 195, 392
1671519912786, 252619, 321, 164, 320
1671519912799, 252632, 220, 53, 339
1671519912812, 252645, 58, -75, 486
1671519912825, 252658, 33, 5, 405
1671519912838, 252671, -59, 37, 496
1671519912852, 252684, -179, -43, 609
1671519912864, 252697, -314, 34, 583
1671519912878, 252710, -211, -258, 553
1671519912891, 252723, -406, -328, 616
1671519912904, 252736, -541, -137, 811
1671519912916, 252749, -622, 29, 969
1671519912930, 252762, -821, 128, 1173
1671519912943, 252775, -957, 253, 1559
1671519912956, 252788, -1020, 355, 1742
1671519912969, 252801, -848, 392, 1543
1671519912982, 252814, -755, 355, 1345
1671519912995, 252827, -701, 302, 1181
1671519913008, 252840, -691, 289, 1199
1671519913021, 252853, -640, 333, 1220
1671519913034, 252866, -612, 423, 1254
1671519913047, 252879, -629, 480, 1297
1671519913060, 252892, -665, 519, 1325
1671519913073, 252905, -695, 535, 1348
1671519913086, 252918, -646, 567, 1301
1671519913100, 252931, -604, 553, 1240
1671519913112, 252944, -584, 509, 1208
1671519913124, 252957, -578, 442, 1197
1671519913138, 252970, -592, 407, 1232
1671519913151, 252983, -576, 421, 1262
1671519913164, 252996, -544, 430, 1310
1671519913177, 253009, -520, 440, 1335
1671519913190, 253022, -511, 441, 1295
1671519913203, 253035, -488, 452, 1202
1671519913216, 253048, -484, 452, 1104
1671519913229, 253061, -485, 412, 937
1671519913242, 253074, -472, 361, 910
1671519913255, 253087, -393, 343, 910
1671519913268, 253100, -316, 333, 843
1671519913281, 253113, -251, 322, 754
1671519913294, 253126, -192, 305, 663
1671519913307, 253139, -182, 315, 646
1671519913320, 253152, -182, 341, 618
1671519913333, 253165, -142, 353, 552
1671519913345, 253178, -66, 339, 514
1671519913358, 253191, 28, 343, 477
1671519913371, 253204, 117, 332, 495
1671519913384, 253217, 159, 339, 526
1671519913397, 253230, 186, 325, 538
1671519913410, 253243, 219, 260, 479
1671519913423, 253256, 263, 209, 379
1671519913436, 253269, 358, 223, 386
1671519913449, 253282, 494, 333, 443
1671519913462, 253295, 588, 393, 479
1671519913475, 253308, 648, 387, 430
1671519913488, 253321, 702, 349, 395
1671519913501, 253334, 675, 297, 422
1671519913514, 253347, 700, 297, 483
1671519913527, 253360, 712, 334, 591
1671519913540, 253373, 781, 397, 631
1671519913553, 253386, 819, 469, 714
1671519913566, 253399, 811, 501, 736
1671519913579, 253412, 767, 466, 725
1671519913592, 253425, 722, 402, 691
1671519913605, 253438, 731, 413, 635
1671519913618, 253451, 766, 465, 639
1671519913631, 253464, 757, 510, 693
1671519913644, 253477, 739, 552, 705
1671519913657, 253490, 672, 568, 690
1671519913670, 253503, 615, 578, 665
1671519913683, 253516, 543, 562, 680
1671519913696, 253529, 500, 563, 672
1671519913709, 253542, 486, 608, 701
1671519913722, 253555, 482, 635, 678
1671519913735, 253568, 460, 669, 674
1671519913748, 253581, 410, 678, 699
1671519913761, 253594, 365, 678, 711
1671519913774, 253607, 343, 679, 732
1671519913790, 253620, 337, 687, 759
1671519913800, 253633, 344, 677, 783
1671519913813, 253646, 335, 663, 779
1671519913826, 253659, 314, 624, 747
1671519913839, 253672, 288, 613, 728
1671519913852, 253685, 260, 622, 734
1671519913865, 253698, 255, 629, 748
1671519913878, 253711, 259, 633, 776
1671519913891, 253724, 248, 629, 803
1671519913904, 253737, 232, 619, 822
1671519913917, 253750, 221, 622, 834
1671519913930, 253763, 205, 611, 833
1671519913943, 253776, 197, 617, 834
1671519913956, 253789, 190, 628, 831
1671519913969, 253802, 194, 621, 831
1671519913982, 253815, 217, 611, 814
1671519913995, 253828, 237, 583, 782
