Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1671519988899, 328734, -23, 954, 620
1671519988912, 328747, -31, 916, 596
1671519988925, 328760, -43, 857, 544
1671519988938, 328773, -67, 810, 506
1671519988951, 328786, -76, 795, 481
1671519988964, 328799, -79, 822, 502
1671519988977, 328812, -96, 829, 536
1671519988990, 328825, -114, 866, 542
1671519989003, 328838, -119, 899, 567
1671519989016, 328851, -126, 924, 579
1671519989029, 328864, -140, 925, 582
1671519989042, 328877, -195, 900, 582
1671519989055, 328890, -223, 901, 596
1671519989068, 328903, -232, 908, 621
1671519989081, 328916, -234, 916, 638
1671519989094, 328929, -213, 920, 622
1671519989107, 328942, -230, 907, 604
1671519989120, 328955, -285, 880, 580
1671519989133, 328968, -336, 888, 590
1671519989146, 328981, -369, 925, 622
1671519989159, 328994, -404, 960, 683
1671519989172, 329007, -444, 993, 763
1671519989185, 329020, -438, 990, 758
1671519989198, 329033, -436, 905, 682
1671519989211, 329046, -440, 816, 578
1671519989224, 329059, -447, 771, 512
1671519989237, 329072, -433, 781, 475
1671519989250, 329085, -415, 795, 451
1671519989263, 329098, -373, 756, 493
1671519989276, 329111, -321, 704, 557
1671519989289, 329124, -264, 615, 567
1671519989302, 329137, -198, 515, 511
1671519989315, 329150, -165, 438, 431
1671519989328, 329163, -119, 436, 361
1671519989341, 329176, -72, 449, 328
1671519989354, 329189, -45, 461, 304
1671519989367, 329202, -24, 478, 312
1671519989380, 329215, 7, 493, 328
1671519989393, 329228, 49, 493, 350
1671519989406, 329241, 74, 434, 397
1671519989419, 329254, 97, 360, 399
1671519989432, 329267, 118, 304, 373
1671519989445, 329280, 173, 302, 329
1671519989458, 329293, 211, 339, 316
1671519989471, 329306, 266, 415, 358
1671519989484, 329319, 288, 460, 412
1671519989497, 329332, 320, 477, 443
1671519989510, 329345, 326, 440, 472
1671519989523, 329358, 298, 381, 484
1671519989536, 329371, 289, 369, 471
1671519989549, 329384, 315, 379, 443
1671519989562, 329397, 361, 440, 459
1671519989575, 329410, 377, 500, 520
1671519989588, 329423, 388, 568, 639
1671519989602, 329436, 399, 599, 741
1671519989614, 329449, 402, 577, 758
1671519989627, 329462, 416, 530, 738
1671519989640, 329475, 419, 466, 696
1671519989653, 329488, 400, 420, 672
1671519989666, 329501, 364, 426, 688
1671519989679, 329514, 323, 425, 682
1671519989692, 329527, 288, 393, 668
1671519989705, 329540, 233, 419, 731
1671519989719, 329553, 197, 536, 856
1671519989731, 329566, 154, 634, 967
1671519989744, 329579, 99, 660, 983
1671519989757, 329592, 47, 640, 928
1671519989770, 329605, -31, 573, 848
1671519989783, 329618, -127, 521, 814
1671519989797, 329631, -162, 537, 821
1671519989809, 329644, -147, 586, 839
1671519989822, 329657, -117, 704, 974
1671519989835, 329670, -79, 861, 1230
1671519989848, 329683, -51, 918, 1316
1671519989861, 329696, -25, 716, 1157
1671519989874, 329709, -101, 467, 1076
1671519989887, 329722, -221, 310, 1037
1671519989900, 329735, -313, 265, 1046
1671519989913, 329748, -386, 357, 1073
1671519989926, 329761, -440, 496, 1052
1671519989939, 329774, -432, 632, 983
1671519989953, 329787, -404, 767, 1035
1671519989965, 329800, -382, 698, 1056
1671519989978, 329813, -410, 464, 1031
1671519989991, 329826, -453, 342, 1015
1671519990004, 329839, -594, 326, 1123
1671519990017, 329852, -653, 348, 984
1671519990030, 329865, -687, 478, 1007
1671519990043, 329878, -562, 725, 982
1671519990056, 329891, -438, 782, 827
1671519990069, 329904, -560, 599, 905
1671519990082, 329917, -590, 577, 964
1671519990095, 329930, -552, 626, 1023
1671519990108, 329943, -532, 667, 1089
1671519990121, 329956, -504, 689, 1128
1671519990134, 329969, -446, 708, 1092
1671519990147, 329982, -422, 652, 1016
1671519990160, 329995, -473, 544, 984
1671519990173, 330008, -511, 500, 999
1671519990186, 330021, -487, 554, 1028
1671519990199, 330034, -505, 563, 1056
1671519990212, 330047, -507, 573, 1096
1671519990225, 330060, -469, 625, 1066
1671519990238, 330073, -477, 645, 1027
1671519990251, 330086, -535, 594, 980
1671519990264, 330099, -486, 642, 992
1671519990277, 330112, -431, 576, 1030
1671519990290, 330125, -455, 422, 1028
1671519990303, 330138, -418, 403, 1017
1671519990316, 330151, -377, 403, 932
1671519990329, 330164, -430, 426, 888
1671519990342, 330177, -524, 459, 855
1671519990355, 330190, -577, 596, 834
1671519990368, 330203, -538, 813, 853
1671519990381, 330216, -491, 893, 818
1671519990394, 330229, -447, 794, 721
1671519990407, 330242, -407, 657, 608
1671519990420, 330255, -444, 546, 588
1671519990433, 330268, -465, 533, 610
1671519990446, 330281, -463, 641, 673
1671519990459, 330294, -444, 767, 784
1671519990472, 330307, -393, 866, 840
1671519990485, 330320, -333, 840, 791
1671519990498, 330333, -335, 707, 704
1671519990511, 330346, -341, 546, 610
1671519990524, 330359, -308, 499, 549
1671519990537, 330372, -294, 512, 552
1671519990550, 330385, -282, 547, 563
1671519990563, 330398, -269, 615, 561
1671519990576, 330411, -278, 645, 567
1671519990589, 330424, -293, 626, 577
1671519990602, 330437, -272, 606, 556
1671519990615, 330450, -264, 559, 499
1671519990628, 330463, -246, 530, 474
1671519990641, 330476, -197, 519, 472
1671519990654, 330489, -169, 488, 483
1671519990667, 330502, -120, 492, 474
1671519990680, 330515, -84, 497, 475
1671519990693, 330528, -55, 512, 538
1671519990706, 330541, -8, 554, 617
1671519990719, 330554, 59, 607, 652
1671519990732, 330567, 110, 607, 624
1671519990745, 330580, 122, 550, 533
1671519990758, 330593, 125, 499, 427
1671519990771, 330606, 170, 524, 355
1671519990784, 330619, 207, 557, 348
1671519990797, 330632, 226, 575, 374
1671519990810, 330645, 257, 603, 388
1671519990823, 330658, 262, 610, 403
1671519990836, 330671, 297, 652, 404
1671519990849, 330684, 332, 731, 466
1671519990862, 330697, 355, 781, 503
1671519990875, 330710, 401, 812, 508
1671519990888, 330723, 428, 800, 495
1671519990901, 330736, 424, 746, 464
1671519990914, 330749, 408, 696, 443
1671519990927, 330762, 389, 641, 414
1671519990940, 330775, 384, 636, 384
1671519990953, 330788, 379, 687, 399
1671519990966, 330801, 361, 758, 445
1671519990979, 330814, 344, 834, 470
1671519990992, 330827, 294, 868, 455
1671519991005, 330840, 259, 881, 433
1671519991018, 330853, 241, 903, 433
1671519991031, 330866, 239, 910, 427
1671519991044, 330879, 224, 893, 404
