Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1671519866392, 206222, 294, 524, 769
1671519866405, 206235, 295, 508, 763
1671519866418, 206248, 287, 500, 766
1671519866431, 206261, 292, 497, 765
1671519866444, 206274, 298, 501, 777
1671519866456, 206287, 298, 500, 774
1671519866469, 206300, 297, 491, 772
1671519866482, 206313, 299, 498, 774
1671519866495, 206326, 290, 501, 765
1671519866508, 206339, 298, 519, 772
1671519866521, 206352, 296, 527, 779
1671519866534, 206365, 290, 510, 766
1671519866547, 206378, 299, 504, 764
1671519866561, 206391, 295, 484, 778
1671519866573, 206404, 292, 486, 806
1671519866586, 206417, 286, 491, 807
1671519866599, 206430, 270, 492, 809
1671519866612, 206443, 223, 517, 828
1671519866625, 206456, 215, 566, 841
1671519866638, 206469, 207, 588, 845
1671519866651, 206482, 194, 590, 826
1671519866664, 206495, 134, 562, 826
1671519866678, 206508, 63, 596, 881
1671519866691, 206521, 7, 678, 942
1671519866704, 206534, -36, 735, 999
1671519866716, 206547, -97, 764, 1044
1671519866729, 206560, -149, 802, 1058
1671519866743, 206573, -256, 803, 1041
1671519866755, 206586, -335, 839, 1069
1671519866769, 206599, -391, 871, 1112
1671519866781, 206612, -377, 884, 1142
1671519866795, 206625, -320, 867, 1114
1671519866808, 206638, -305, 769, 1024
1671519866821, 206651, -264, 681, 956
1671519866833, 206664, -201, 651, 926
1671519866847, 206677, -122, 628, 899
1671519866859, 206690, -51, 538, 821
1671519866872, 206703, 0, 474, 756
1671519866885, 206716, 22, 452, 689
1671519866899, 206729, 89, 483, 668
1671519866912, 206742, 113, 426, 753
1671519866925, 206755, 175, 367, 841
1671519866938, 206768, 236, 277, 889
1671519866951, 206781, 295, 153, 841
1671519866964, 206794, 359, 37, 786
1671519866976, 206807, 438, 40, 751
1671519866989, 206820, 430, -52, 701
1671519867002, 206833, 432, -76, 645
1671519867016, 206846, 476, -86, 596
1671519867029, 206859, 540, -97, 588
1671519867042, 206872, 645, -210, 594
1671519867055, 206885, 656, -437, 642
1671519867068, 206898, 706, -624, 588
1671519867081, 206911, 803, -624, 541
1671519867094, 206924, 937, -526, 558
1671519867107, 206937, 931, -509, 588
1671519867120, 206950, 927, -584, 654
1671519867133, 206963, 976, -571, 718
1671519867146, 206976, 966, -538, 646
1671519867159, 206989, 975, -452, 550
1671519867172, 207002, 974, -376, 498
1671519867185, 207015, 951, -356, 525
1671519867198, 207028, 931, -352, 554
1671519867211, 207041, 961, -355, 535
1671519867224, 207054, 990, -381, 509
1671519867237, 207067, 1002, -406, 490
1671519867250, 207080, 1018, -402, 577
1671519867263, 207093, 998, -418, 569
1671519867276, 207106, 970, -376, 636
1671519867289, 207119, 954, -288, 675
1671519867302, 207132, 934, -262, 618
1671519867315, 207145, 907, -309, 549
1671519867328, 207158, 881, -339, 516
1671519867341, 207171, 869, -315, 506
1671519867354, 207184, 875, -298, 532
1671519867367, 207197, 863, -243, 654
1671519867380, 207210, 815, -215, 735
1671519867393, 207223, 809, -196, 724
1671519867406, 207236, 793, -220, 630
1671519867419, 207249, 785, -260, 513
1671519867432, 207262, 725, -343, 454
1671519867445, 207275, 674, -360, 499
1671519867458, 207288, 622, -305, 598
1671519867471, 207301, 555, -233, 746
1671519867484, 207314, 488, -152, 845
1671519867497, 207327, 440, -70, 856
1671519867510, 207340, 358, -3, 859
1671519867523, 207353, 289, 31, 821
1671519867536, 207366, 215, 88, 779
1671519867549, 207379, 155, 126, 713
1671519867562, 207392, 76, 167, 697
1671519867575, 207405, -20, 230, 847
1671519867588, 207418, -132, 348, 1048
1671519867601, 207431, -335, 407, 1353
1671519867614, 207444, -432, 581, 1479
1671519867627, 207457, -226, 809, 1219
1671519867640, 207470, -153, 899, 1128
1671519867653, 207483, -181, 751, 968
1671519867665, 207496, -192, 637, 919
1671519867678, 207509, -274, 631, 954
1671519867691, 207522, -273, 724, 1017
1671519867704, 207535, -249, 836, 1121
1671519867717, 207548, -236, 849, 1188
1671519867730, 207561, -109, 877, 1045
1671519867743, 207574, -59, 758, 960
1671519867756, 207587, -4, 635, 837
1671519867769, 207600, -3, 490, 691
1671519867782, 207613, 23, 504, 813
1671519867795, 207626, 25, 543, 881
1671519867808, 207639, 77, 608, 907
1671519867821, 207652, 79, 629, 958
1671519867834, 207665, 95, 622, 925
1671519867847, 207678, 112, 624, 887
1671519867860, 207691, 129, 601, 847
1671519867873, 207704, 141, 575, 793
1671519867886, 207717, 171, 554, 763
1671519867899, 207730, 190, 545, 765
1671519867912, 207743, 221, 530, 748
1671519867925, 207756, 256, 540, 760
1671519867938, 207769, 272, 538, 788
1671519867951, 207782, 291, 545, 817
1671519867964, 207795, 292, 542, 845
1671519867977, 207808, 303, 528, 827
1671519867990, 207821, 292, 504, 805
