Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1672165156756, 132538, 24, 949, 163
1672165156768, 132551, 19, 939, 190
1672165156782, 132564, 12, 948, 178
1672165156794, 132577, 13, 962, 159
1672165156807, 132590, 17, 971, 180
1672165156820, 132603, 12, 958, 187
1672165156834, 132616, 22, 945, 167
1672165156846, 132629, 15, 945, 154
1672165156859, 132642, 10, 949, 164
1672165156872, 132655, 3, 961, 171
1672165156885, 132668, -1, 960, 160
1672165156899, 132681, -17, 963, 139
1672165156911, 132694, -17, 963, 126
1672165156924, 132707, -18, 959, 130
1672165156937, 132720, -22, 968, 147
1672165156951, 132733, -16, 967, 149
1672165156963, 132746, -22, 967, 138
1672165156976, 132759, -54, 990, 131
1672165156990, 132772, -104, 1033, 126
1672165157003, 132785, -165, 1103, 140
1672165157016, 132798, -194, 1160, 137
1672165157029, 132811, -218, 1188, 120
1672165157042, 132824, -249, 1193, 99
1672165157055, 132837, -305, 1202, 89
1672165157068, 132850, -348, 1204, 57
1672165157081, 132863, -387, 1233, 56
1672165157094, 132876, -420, 1253, 49
1672165157107, 132889, -436, 1289, 66
1672165157119, 132902, -433, 1306, 102
1672165157133, 132915, -443, 1312, 136
1672165157146, 132928, -427, 1164, 166
1672165157159, 132941, -405, 1052, 81
1672165157172, 132954, -360, 994, 3
1672165157185, 132967, -317, 928, 28
1672165157198, 132980, -269, 857, 19
1672165157211, 132993, -247, 770, 13
1672165157224, 133006, -302, 796, -11
1672165157237, 133019, -338, 926, 39
1672165157250, 133032, -311, 851, -89
1672165157263, 133045, -263, 817, -119
1672165157276, 133058, -219, 839, -87
1672165157289, 133071, -166, 800, -88
1672165157302, 133084, -132, 796, -29
1672165157315, 133097, -106, 839, 29
1672165157328, 133110, -122, 965, 141
1672165157340, 133123, -128, 1037, 152
1672165157354, 133136, -112, 1003, 116
1672165157367, 133149, -56, 902, 105
1672165157380, 133162, -14, 816, 147
1672165157393, 133175, 8, 783, 169
1672165157406, 133188, 45, 802, 206
1672165157419, 133201, 77, 828, 272
1672165157432, 133214, 105, 881, 341
1672165157445, 133227, 133, 902, 353
1672165157458, 133240, 178, 890, 393
1672165157471, 133253, 223, 849, 429
1672165157484, 133266, 264, 790, 443
1672165157497, 133279, 302, 807, 470
1672165157510, 133292, 339, 797, 480
1672165157523, 133305, 397, 723, 445
1672165157536, 133318, 417, 701, 449
1672165157549, 133331, 405, 698, 411
1672165157562, 133344, 385, 746, 391
1672165157575, 133357, 366, 837, 381
1672165157588, 133370, 335, 886, 399
1672165157601, 133383, 313, 887, 384
1672165157614, 133396, 308, 910, 355
1672165157627, 133409, 309, 913, 358
1672165157640, 133422, 321, 872, 367
1672165157653, 133435, 299, 869, 345
1672165157666, 133448, 312, 882, 336
1672165157679, 133461, 337, 909, 354
1672165157692, 133474, 360, 936, 388
1672165157705, 133487, 379, 928, 427
1672165157717, 133500, 429, 912, 418
1672165157730, 133513, 473, 895, 443
1672165157743, 133526, 505, 850, 452
1672165157756, 133539, 547, 841, 449
1672165157769, 133552, 584, 814, 456
1672165157782, 133565, 607, 803, 453
1672165157795, 133578, 644, 795, 443
1672165157808, 133591, 650, 815, 494
1672165157821, 133604, 634, 835, 534
1672165157834, 133617, 600, 855, 530
