Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1672165296566, 272353, -42, 964, -43
1672165296578, 272366, -45, 970, -41
1672165296591, 272379, -51, 986, -38
1672165296605, 272392, -53, 988, -28
1672165296618, 272405, -52, 976, -30
1672165296631, 272418, -47, 970, -46
1672165296643, 272431, -43, 961, -46
1672165296657, 272444, -44, 968, -39
1672165296670, 272457, -42, 977, -42
1672165296683, 272470, -45, 980, -39
1672165296696, 272483, -44, 979, -50
1672165296709, 272496, -44, 974, -43
1672165296721, 272509, -47, 962, -49
1672165296735, 272522, -51, 973, -51
1672165296747, 272535, -47, 982, -50
1672165296760, 272548, -46, 978, -50
1672165296774, 272561, -50, 973, -50
1672165296787, 272574, -46, 973, -47
1672165296800, 272587, -50, 963, -46
1672165296813, 272600, -47, 968, -43
1672165296825, 272613, -48, 975, -51
1672165296838, 272626, -46, 973, -46
1672165296852, 272639, -46, 969, -39
1672165296865, 272652, -52, 969, -52
1672165296878, 272665, -51, 976, -63
1672165296891, 272678, -60, 976, -58
1672165296903, 272691, -66, 973, -44
1672165296917, 272704, -63, 969, -52
1672165296929, 272717, -69, 973, -62
1672165296943, 272730, -86, 980, -56
1672165296956, 272743, -88, 979, -63
1672165296969, 272756, -96, 985, -42
1672165296982, 272769, -119, 1001, -32
1672165296995, 272782, -141, 1022, -39
1672165297008, 272795, -157, 1047, -53
1672165297021, 272808, -181, 1065, -42
1672165297034, 272821, -186, 1071, -35
1672165297047, 272834, -180, 1058, -53
1672165297060, 272847, -181, 1043, -46
1672165297073, 272860, -182, 1028, -52
1672165297086, 272873, -179, 1012, -59
1672165297099, 272886, -181, 1003, -55
1672165297112, 272899, -183, 1001, -59
1672165297125, 272912, -192, 995, -62
1672165297138, 272925, -191, 974, -93
1672165297151, 272938, -194, 961, -83
1672165297164, 272951, -192, 937, -72
1672165297177, 272964, -204, 918, -62
1672165297190, 272977, -206, 895, -81
1672165297203, 272990, -208, 838, -140
1672165297216, 273003, -213, 862, -96
1672165297229, 273016, -223, 876, -11
1672165297242, 273029, -225, 871, -56
1672165297255, 273042, -219, 889, -138
1672165297268, 273055, -247, 876, -110
1672165297281, 273068, -245, 856, -91
1672165297294, 273081, -236, 844, -90
1672165297307, 273094, -226, 867, -94
1672165297320, 273107, -221, 882, -70
1672165297333, 273120, -205, 884, -101
1672165297346, 273133, -186, 877, -114
1672165297359, 273146, -176, 853, -93
1672165297372, 273159, -169, 852, -45
1672165297385, 273172, -157, 849, -19
1672165297397, 273185, -139, 850, 5
1672165297411, 273198, -109, 864, -15
1672165297423, 273211, -78, 876, -30
1672165297436, 273224, -18, 839, -36
1672165297450, 273237, -15, 813, 33
1672165297462, 273250, 18, 793, 41
1672165297475, 273263, 45, 792, 27
1672165297488, 273276, 79, 748, 51
1672165297501, 273289, 111, 731, 51
