Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1672165226290, 202075, 80, 967, 57
1672165226303, 202088, 76, 969, 70
1672165226316, 202101, 79, 973, 57
1672165226329, 202114, 69, 973, 53
1672165226342, 202127, 71, 975, 45
1672165226355, 202140, 78, 968, 60
1672165226368, 202153, 74, 964, 72
1672165226381, 202166, 82, 968, 67
1672165226394, 202179, 84, 963, 55
1672165226407, 202192, 88, 966, 57
1672165226420, 202205, 89, 963, 54
1672165226434, 202218, 89, 966, 58
1672165226446, 202231, 91, 971, 66
1672165226459, 202244, 92, 969, 67
1672165226472, 202257, 102, 962, 74
1672165226485, 202270, 101, 956, 63
1672165226498, 202283, 98, 954, 57
1672165226511, 202296, 101, 964, 63
1672165226524, 202309, 105, 966, 63
1672165226537, 202322, 102, 976, 64
1672165226550, 202335, 112, 972, 54
1672165226563, 202348, 111, 972, 51
1672165226576, 202361, 119, 973, 53
1672165226589, 202374, 121, 982, 53
1672165226602, 202387, 138, 974, 62
1672165226615, 202400, 151, 978, 71
1672165226628, 202413, 161, 978, 62
1672165226641, 202426, 174, 999, 59
1672165226654, 202439, 187, 1000, 49
1672165226667, 202452, 192, 1021, 33
1672165226680, 202465, 205, 1041, 11
1672165226693, 202478, 212, 1052, 36
1672165226706, 202491, 231, 1061, 58
1672165226719, 202504, 252, 1070, 51
1672165226732, 202517, 275, 1071, 50
1672165226745, 202530, 284, 1052, 50
1672165226758, 202543, 280, 1039, 40
1672165226771, 202556, 263, 1016, 39
1672165226784, 202569, 297, 1058, -9
1672165226797, 202582, 312, 1044, -15
1672165226810, 202595, 330, 1037, 0
1672165226823, 202608, 342, 1020, -2
1672165226836, 202621, 338, 998, -22
1672165226849, 202634, 325, 962, -46
1672165226862, 202647, 304, 961, -90
1672165226875, 202660, 291, 969, -114
1672165226888, 202673, 280, 958, -56
1672165226901, 202686, 279, 895, -45
1672165226914, 202699, 285, 848, -31
1672165226927, 202712, 293, 833, -22
1672165226940, 202725, 294, 831, 20
1672165226953, 202738, 270, 820, 48
1672165226967, 202751, 237, 801, 41
1672165226979, 202764, 191, 798, 19
1672165226992, 202777, 140, 822, 9
1672165227005, 202790, 104, 861, -3
1672165227018, 202803, 80, 885, 2
1672165227031, 202816, 71, 908, 5
1672165227044, 202829, 63, 858, 18
1672165227057, 202842, 47, 764, 25
1672165227070, 202855, 12, 721, 8
1672165227084, 202868, -16, 742, -29
1672165227096, 202881, -41, 793, -49
1672165227109, 202894, -57, 841, -21
1672165227122, 202907, -92, 803, 35
