Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1672165121331, 97113, 9, 936, -85
1672165121344, 97126, 12, 940, -94
1672165121357, 97139, 11, 947, -77
1672165121370, 97152, 4, 951, -74
1672165121383, 97165, -5, 963, -71
1672165121396, 97178, -2, 969, -74
1672165121409, 97191, -11, 954, -89
1672165121422, 97204, -6, 946, -123
1672165121435, 97217, 6, 946, -129
1672165121448, 97230, 13, 929, -132
1672165121461, 97243, 7, 933, -137
1672165121474, 97256, 16, 947, -121
1672165121487, 97269, 10, 957, -90
1672165121501, 97282, 11, 965, -80
1672165121513, 97295, 14, 969, -93
1672165121526, 97308, 27, 959, -121
1672165121539, 97321, 34, 919, -132
1672165121552, 97334, 39, 893, -149
1672165121567, 97347, 33, 892, -149
1672165121578, 97360, 19, 916, -137
1672165121591, 97373, 12, 938, -124
1672165121604, 97386, 7, 980, -107
1672165121617, 97399, 5, 995, -81
1672165121630, 97412, -3, 989, -78
1672165121643, 97425, 4, 996, -76
1672165121656, 97438, 9, 966, -88
1672165121671, 97451, 19, 933, -103
1672165121682, 97464, 23, 922, -94
1672165121695, 97477, 28, 888, -119
1672165121708, 97490, 32, 855, -120
1672165121721, 97503, 30, 842, -96
1672165121734, 97516, 21, 823, -77
1672165121747, 97529, 14, 822, -61
1672165121760, 97542, 22, 830, -55
1672165121773, 97555, 41, 773, -69
1672165121786, 97568, 61, 731, -92
1672165121800, 97581, 45, 695, -105
1672165121812, 97594, 44, 712, -143
1672165121825, 97607, 45, 728, -144
1672165121838, 97620, 39, 719, -101
1672165121851, 97633, 30, 712, -68
1672165121864, 97646, 61, 690, -35
1672165121877, 97659, 85, 597, -66
1672165121890, 97672, 115, 507, -51
1672165121903, 97685, 69, 452, 3
1672165121916, 97698, 93, 477, -108
1672165121929, 97711, 42, 588, -72
1672165121942, 97724, 26, 683, -82
1672165121955, 97737, 50, 740, -44
1672165121969, 97750, 96, 703, -110
1672165121982, 97763, 141, 592, -111
1672165121994, 97776, 185, 554, 8
1672165122007, 97789, 211, 564, 153
1672165122020, 97802, 208, 564, 193
1672165122034, 97815, 185, 599, 163
