Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1672165070230, 46010, -3, 951, 181
1672165070243, 46023, 1, 961, 197
1672165070256, 46036, -1, 955, 193
1672165070269, 46049, 1, 959, 179
1672165070282, 46062, -6, 956, 172
1672165070295, 46075, -7, 952, 179
1672165070308, 46088, -5, 953, 176
1672165070321, 46101, -9, 958, 174
1672165070334, 46114, -4, 958, 184
1672165070347, 46127, 0, 956, 178
1672165070360, 46140, 0, 946, 170
1672165070373, 46153, 0, 950, 173
1672165070386, 46166, -8, 956, 185
1672165070400, 46179, -1, 957, 184
1672165070412, 46192, -5, 954, 187
1672165070425, 46205, -2, 947, 178
1672165070438, 46218, 3, 941, 179
1672165070451, 46231, 1, 945, 192
1672165070464, 46244, 0, 959, 191
1672165070477, 46257, -6, 963, 183
1672165070490, 46270, -10, 972, 204
1672165070503, 46283, -15, 975, 192
1672165070517, 46296, -20, 997, 200
1672165070529, 46309, -21, 1018, 197
1672165070542, 46322, -5, 1037, 190
1672165070555, 46335, 15, 1007, 166
1672165070568, 46348, 10, 985, 160
1672165070581, 46361, -4, 1002, 116
1672165070594, 46374, -11, 1054, 100
1672165070607, 46387, -11, 1137, 114
1672165070620, 46400, -24, 1217, 158
1672165070633, 46413, -23, 1343, 231
1672165070646, 46426, 5, 1454, 315
1672165070659, 46439, 15, 1471, 420
1672165070672, 46452, 5, 1407, 397
1672165070685, 46465, -10, 1325, 267
1672165070698, 46478, -1, 1286, 131
1672165070711, 46491, 10, 1304, 75
1672165070724, 46504, -9, 1377, 105
1672165070737, 46517, -80, 1469, 211
1672165070751, 46530, -103, 1592, 303
1672165070763, 46543, -72, 1594, 313
1672165070776, 46556, -115, 1582, 328
1672165070789, 46569, -139, 1511, 280
1672165070803, 46582, -146, 1468, 144
1672165070815, 46595, -147, 1360, -37
1672165070828, 46608, -123, 1292, -77
1672165070841, 46621, -139, 1310, 57
1672165070854, 46634, -159, 1323, 92
1672165070867, 46647, -152, 1257, 33
1672165070880, 46660, -197, 1205, 0
1672165070893, 46673, -221, 1148, -48
1672165070906, 46686, -215, 1138, -70
1672165070919, 46699, -176, 1077, -123
1672165070932, 46712, -135, 980, -86
1672165070945, 46725, -144, 865, -35
1672165070958, 46738, -175, 749, -131
1672165070971, 46751, -179, 710, -185
1672165070985, 46764, -167, 700, -179
1672165070998, 46777, -164, 735, -169
1672165071010, 46790, -150, 684, -105
