Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1672165286828, 262616, 71, 976, 14
1672165286841, 262629, 73, 973, 12
1672165286854, 262642, 75, 968, 19
1672165286868, 262655, 75, 968, 14
1672165286881, 262668, 79, 964, 12
1672165286893, 262681, 71, 970, 26
1672165286906, 262694, 76, 971, 23
1672165286920, 262707, 80, 962, 12
1672165286933, 262720, 81, 962, -5
1672165286946, 262733, 88, 960, -4
1672165286958, 262746, 90, 959, 0
1672165286971, 262759, 92, 967, 16
1672165286984, 262772, 94, 955, 11
1672165286998, 262785, 94, 951, -2
1672165287010, 262798, 103, 952, -12
1672165287023, 262811, 104, 945, -7
1672165287037, 262824, 102, 948, -1
1672165287049, 262837, 99, 947, -9
1672165287063, 262850, 101, 952, -11
1672165287075, 262863, 103, 952, 3
1672165287088, 262876, 99, 946, 8
1672165287101, 262889, 98, 947, -1
1672165287115, 262902, 97, 947, 0
1672165287127, 262915, 99, 954, -9
1672165287140, 262928, 97, 958, 3
1672165287154, 262941, 104, 944, -37
1672165287167, 262954, 104, 942, 23
1672165287179, 262967, 113, 913, 2
1672165287193, 262980, 131, 927, -14
1672165287206, 262993, 142, 918, 20
1672165287219, 263006, 142, 900, 56
1672165287232, 263019, 151, 893, 21
1672165287245, 263032, 154, 881, 32
1672165287258, 263045, 146, 875, 41
1672165287271, 263058, 144, 874, 35
1672165287284, 263071, 139, 864, 10
1672165287296, 263084, 140, 862, 4
1672165287310, 263097, 128, 856, 27
1672165287323, 263110, 120, 859, 30
1672165287336, 263123, 113, 871, 25
1672165287349, 263136, 95, 866, 16
1672165287362, 263149, 97, 860, 14
1672165287375, 263162, 85, 844, 23
1672165287388, 263175, 59, 856, 26
1672165287401, 263188, 44, 895, 44
1672165287414, 263201, 32, 892, 48
1672165287427, 263214, 24, 881, 53
1672165287440, 263227, 31, 853, 59
1672165287453, 263240, 45, 836, 66
1672165287466, 263253, 56, 807, 71
1672165287479, 263266, 42, 790, 89
1672165287492, 263279, 34, 748, 22
1672165287505, 263292, 18, 771, 59
1672165287518, 263305, 8, 787, 92
1672165287531, 263318, 2, 799, 113
1672165287544, 263331, -4, 775, 106
1672165287557, 263344, -12, 729, 100
1672165287570, 263357, -36, 717, 163
1672165287583, 263370, -75, 727, 193
1672165287596, 263383, -111, 729, 186
1672165287609, 263396, -187, 731, 179
1672165287622, 263409, -278, 840, 164
1672165287635, 263422, -310, 914, 203
1672165287648, 263435, -319, 916, 252
1672165287661, 263448, -305, 927, 300
1672165287674, 263461, -275, 901, 249
1672165287687, 263474, -247, 889, 224
1672165287701, 263487, -224, 861, 174
1672165287713, 263500, -225, 849, 192
1672165287726, 263513, -277, 837, 262
1672165287739, 263526, -347, 873, 357
1672165287752, 263539, -409, 933, 374
1672165287765, 263552, -458, 976, 387
1672165287778, 263565, -464, 995, 386
1672165287791, 263578, -448, 912, 313
1672165287804, 263591, -431, 866, 253
1672165287817, 263604, -420, 863, 244
1672165287830, 263617, -433, 890, 273
1672165287843, 263630, -476, 961, 350
1672165287856, 263643, -482, 986, 372
1672165287869, 263656, -459, 951, 381
1672165287883, 263669, -439, 896, 370
1672165287895, 263682, -416, 868, 367
1672165287908, 263695, -396, 867, 368
1672165287921, 263708, -419, 837, 359
1672165287934, 263721, -410, 910, 393
1672165287947, 263734, -444, 977, 358
1672165287960, 263747, -467, 1007, 456
1672165287973, 263760, -485, 1068, 496
1672165287986, 263773, -493, 1114, 572
1672165287999, 263786, -467, 1117, 592
1672165288012, 263799, -433, 1095, 591
1672165288025, 263812, -418, 1030, 561
1672165288038, 263825, -427, 994, 532
1672165288051, 263838, -438, 994, 537
1672165288064, 263851, -454, 1034, 558
1672165288077, 263864, -455, 1069, 586
1672165288090, 263877, -430, 1100, 618
1672165288103, 263890, -420, 1086, 635
1672165288116, 263903, -391, 1034, 623
1672165288129, 263916, -360, 975, 593
1672165288142, 263929, -335, 916, 588
1672165288155, 263942, -316, 890, 580
1672165288168, 263955, -320, 875, 574
1672165288181, 263968, -315, 910, 544
1672165288194, 263981, -326, 967, 573
1672165288207, 263994, -338, 991, 580
1672165288220, 264007, -319, 990, 589
1672165288232, 264020, -283, 965, 615
1672165288246, 264033, -242, 919, 611
1672165288259, 264046, -206, 881, 613
1672165288272, 264059, -169, 848, 592
1672165288285, 264072, -135, 833, 577
1672165288298, 264085, -124, 899, 617
1672165288311, 264098, -115, 950, 655
1672165288324, 264111, -94, 957, 647
1672165288337, 264124, -84, 951, 639
1672165288350, 264137, -66, 948, 602
1672165288363, 264150, -44, 922, 564
1672165288376, 264163, -18, 884, 518
1672165288389, 264176, 0, 869, 503
1672165288402, 264189, 16, 861, 468
1672165288415, 264202, 19, 889, 478
1672165288427, 264215, 8, 939, 493
1672165288441, 264228, 1, 987, 477
1672165288454, 264241, -3, 1007, 441
1672165288466, 264254, 5, 1007, 432
1672165288480, 264267, 20, 995, 418
1672165288493, 264280, 60, 990, 401
1672165288506, 264293, 84, 965, 401
1672165288519, 264306, 95, 902, 397
1672165288532, 264319, 108, 872, 357
1672165288545, 264332, 130, 899, 339
1672165288558, 264345, 127, 950, 351
1672165288571, 264358, 106, 995, 380
1672165288584, 264371, 90, 1064, 402
1672165288597, 264384, 79, 1125, 439
1672165288610, 264397, 105, 1110, 386
1672165288623, 264410, 141, 1032, 404
1672165288636, 264423, 183, 956, 375
1672165288649, 264436, 221, 900, 328
1672165288662, 264449, 236, 873, 319
1672165288675, 264462, 216, 816, 291
1672165288688, 264475, 221, 893, 320
1672165288701, 264488, 218, 980, 391
1672165288714, 264501, 231, 958, 350
1672165288727, 264514, 256, 903, 357
1672165288740, 264527, 277, 834, 340
1672165288753, 264540, 304, 790, 312
1672165288766, 264553, 311, 735, 319
1672165288779, 264566, 320, 721, 277
1672165288792, 264579, 292, 739, 273
1672165288805, 264592, 253, 794, 228
1672165288818, 264605, 216, 843, 226
1672165288831, 264618, 207, 861, 219
1672165288844, 264631, 206, 852, 223
1672165288857, 264644, 182, 857, 216
1672165288870, 264657, 168, 844, 200
1672165288883, 264670, 181, 800, 182
1672165288896, 264683, 188, 788, 197
1672165288909, 264696, 173, 794, 175
1672165288922, 264709, 151, 832, 170
1672165288935, 264722, 133, 852, 155
1672165288948, 264735, 124, 871, 133
1672165288961, 264748, 124, 897, 115
1672165288974, 264761, 130, 894, 112
